EID,Date,Breed,Treatment,Mob,Sex,Weight,PWeight,GrowthPBS,FinalPweight,FinalGrowthPBS,FinalDailyGrowth,FeedIntakeKgd,FeedIntakePCT,Methane,AnimalValue,AnimalProd,FeedIntakeKgdSum,FinalGrowthPBSSum,AnimalProdSum,MethaneSum,MethaneSupplSum,CarcassWeight,DressedCarcass
982 123755321238,07/05/2023,Brahman X,Drench,Back,Steer,,,,505.6029661,-0.207538695,0.288522571,7.564774107,1.496188633,156.590824,2124,-0.87,246.8019243,-8.132687054,,,,275.0760534,266.604444
982 123755321238,08/05/2023,Brahman X,Drench,Back,Steer,,,,505.8438884,-0.204609039,0.291497589,7.572383997,1.496980426,156.7483487,2125,-0.86,254.3743082,-8.337296093,,,,275.1788381,266.7314824
982 123755321238,09/05/2023,Brahman X,Drench,Back,Steer,,,,506.0848107,-0.201679382,0.294472606,7.579996052,1.497771894,156.9059183,2126,-0.85,261.9543043,-8.538975475,,,,275.2816228,266.8585207
982 123755321238,10/05/2023,Brahman X,Drench,Back,Steer,,,,506.325733,-0.198749726,0.297447624,7.587610268,1.498563034,157.0635325,2127,-0.83,269.5419146,-8.7377252,,,,275.3844075,266.985559
982 123755321238,11/05/2023,Brahman X,Drench,Back,Steer,,,,506.5666553,-0.195820069,0.300422641,7.595226642,1.499353849,157.2211915,2128,-0.82,277.1371412,-8.933545269,,,,275.4871921,267.1125973
982 123755321238,12/05/2023,Brahman X,Drench,Back,Steer,,,,506.8075776,-0.192890412,0.303397659,7.602845173,1.500144337,157.3788951,2129,-0.81,284.7399864,-9.126435682,,,,275.5899768,267.2396357
982 123755321238,13/05/2023,Brahman X,Drench,Back,Steer,,,,507.0484999,-0.189960756,0.306372676,7.610465858,1.500934498,157.5366433,2130,-0.8,292.3504522,-9.316396438,,,,275.6927615,267.366674
982 123755321238,14/05/2023,Brahman X,Drench,Back,Steer,,,,507.2894222,-0.187031099,0.309347694,7.618088693,1.501724333,157.694436,2131,-0.79,299.9685409,-9.503427537,,,,275.7955462,267.4937123
982 123755321238,15/05/2023,Brahman X,Drench,Back,Steer,,,,507.5303444,-0.184101443,0.312322711,7.625713678,1.502513842,157.8522731,2132,-0.77,307.5942546,-9.687528979,,,,275.8983309,267.6207506
982 123755321238,16/05/2023,Brahman X,Drench,Back,Steer,,,,507.7712667,-0.181171786,0.315297729,7.633340809,1.503303024,158.0101547,2133,-0.76,315.2275954,-9.868700765,,,,276.0011155,267.747789
982 123755321238,17/05/2023,Brahman X,Drench,Back,Steer,,,,508.012189,-0.178242129,0.318272746,7.640970083,1.50409188,158.1680807,2134,-0.75,322.8685655,-10.04694289,,,,276.1039002,267.8748273
982 123755321238,18/05/2023,Brahman X,Drench,Back,Steer,,,,508.2531113,-0.175312473,0.321247764,7.648601499,1.504880409,158.326051,2135,-0.74,330.517167,-10.22225537,,,,276.2066849,268.0018656
982 123755321238,19/05/2023,Brahman X,Drench,Back,Steer,,,,508.4940336,-0.172382816,0.324222781,7.656235053,1.505668611,158.4840656,2136,-0.72,338.1734021,-10.39463818,,,,276.3094696,268.1289039
982 123755321238,20/05/2023,Brahman X,Drench,Back,Steer,,,,508.7349559,-0.16945316,0.327197799,7.663870744,1.506456487,158.6421244,2137,-0.71,345.8372728,-10.56409134,,,,276.4122542,268.2559422
982 123755321238,21/05/2023,Brahman X,Drench,Back,Steer,,,,508.9758782,-0.166523503,0.330172817,7.671508568,1.507244036,158.8002274,2138,-0.7,353.5087814,-10.73061485,,,,276.5150389,268.3829806
982 123755321238,22/05/2023,Brahman X,Drench,Back,Steer,,,,509.2168005,-0.163593846,0.333147834,7.679148524,1.508031258,158.9583744,2139,-0.69,361.1879299,-10.89420869,,,,276.6178236,268.5100189
982 123755321238,23/05/2023,Brahman X,Drench,Back,Steer,,,,509.4577228,-0.16066419,0.336122852,7.686790608,1.508818154,159.1165656,2140,-0.67,368.8747205,-11.05487288,,,,276.7206083,268.6370572
982 123755321238,24/05/2023,Brahman X,Drench,Back,Steer,,,,509.6986451,-0.157734533,0.339097869,7.694434819,1.509604723,159.2748007,2141,-0.66,376.5691553,-11.21260742,,,,276.8233929,268.7640955
982 123755321238,25/05/2023,Brahman X,Drench,Back,Steer,,,,509.9395674,-0.154804877,0.342072887,7.702081153,1.510390965,159.4330799,2142,-0.65,384.2712365,-11.36741229,,,,276.9261776,268.8911339
982 123755321238,26/05/2023,Brahman X,Drench,Back,Steer,,,,510.1804896,-0.15187522,0.345047904,7.709729609,1.511176881,159.5914029,2143,-0.64,391.9809661,-11.51928751,,,,277.0289623,269.0181722
982 123755321238,27/05/2023,Brahman X,Drench,Back,Steer,,,,510.4214119,-0.148945564,0.348022922,7.717380183,1.511962469,159.7497698,2144,-0.63,399.6983463,-11.66823308,,,,277.131747,269.1452105
982 123755321238,28/05/2023,Brahman X,Drench,Back,Steer,,,,510.6623342,-0.146015907,0.350997939,7.725032874,1.512747731,159.9081805,2145,-0.61,407.4233791,-11.81424898,,,,277.2345317,269.2722488
982 123755321238,29/05/2023,Brahman X,Drench,Back,Steer,,,,510.9032565,-0.14308625,0.353972957,7.732687678,1.513532666,160.0666349,2146,-0.6,415.1560668,-11.95733523,,,,277.3373163,269.3992872
982 123755321238,30/05/2023,Brahman X,Drench,Back,Steer,,,,511.1441788,-0.140156594,0.356947974,7.740344594,1.514317274,160.2251331,2147,-0.59,422.8964114,-12.09749183,,,,277.440101,269.5263255
982 123755321238,31/05/2023,Brahman X,Drench,Back,Steer,,,,511.3851011,-0.137226937,0.359922992,7.748003618,1.515101555,160.3836749,2148,-0.58,430.644415,-12.23471877,,,,277.5428857,269.6533638
982 123755321238,01/06/2023,Brahman X,Drench,Back,Steer,,,,511.6260234,-0.134297281,0.362898009,7.755664749,1.515885509,160.5422603,2149,-0.56,438.4000798,-12.36901605,,,,277.6456704,269.7804021
982 123755321238,02/06/2023,Brahman X,Drench,Back,Steer,,,,511.8669457,-0.131367624,0.365873027,7.763327983,1.516669136,160.7008893,2150,-0.55,446.1634078,-12.50038367,,,,277.748455,269.9074405
982 123755321238,03/06/2023,Brahman X,Drench,Back,Steer,,,,512.107868,-0.128437967,0.368848044,7.770993319,1.517452436,160.8595617,2151,-0.54,453.9344011,-12.62882164,,,,277.8512397,270.0344788
982 123755321238,04/06/2023,Brahman X,Drench,Back,Steer,,,,512.3487903,-0.125508311,0.371823062,7.778660754,1.518235409,161.0182776,2152,-0.53,461.7130618,-12.75432995,,,,277.9540244,270.1615171
982 123755321238,05/06/2023,Brahman X,Drench,Back,Steer,,,,512.5897126,-0.122578654,0.374798079,7.786330285,1.519018056,161.1770369,2153,-0.51,469.4993921,-12.8769086,,,,278.0568091,270.2885554
982 123755321238,06/06/2023,Brahman X,Drench,Back,Steer,,,,512.8306348,-0.119648998,0.377773097,7.79400191,1.519800375,161.3358395,2154,-0.5,477.293394,-12.9965576,,,,278.1595937,270.4155938
982 123755321238,07/06/2023,Brahman X,Drench,Back,Steer,,,,513.0715571,-0.116719341,0.380748114,7.801675626,1.520582367,161.4946855,2155,-0.49,485.0950697,-13.11327694,,,,278.2623784,270.5426321
982 123755321238,08/06/2023,Brahman X,Drench,Back,Steer,,,,513.3124794,-0.113789685,0.383723132,7.809351431,1.521364031,161.6535746,2156,-0.48,492.9044211,-13.22706663,,,,278.3651631,270.6696704
982 123755321238,09/06/2023,Brahman X,Drench,Back,Steer,,,,513.5534017,-0.110860028,0.386698149,7.817029322,1.522145369,161.812507,2157,-0.47,500.7214504,-13.33792665,,,,278.4679478,270.7967087
982 123755321238,10/06/2023,Brahman X,Drench,Back,Steer,,,,513.794324,-0.107930371,0.389673167,7.824709298,1.52292638,161.9714825,2158,-0.45,508.5461597,-13.44585703,,,,278.5707325,270.923747
982 123755321238,11/06/2023,Brahman X,Drench,Back,Steer,,,,514.0352463,-0.105000715,0.392648184,7.832391355,1.523707063,162.130501,2159,-0.44,516.3785511,-13.55085774,,,,278.6735171,271.0507854
982 123755321238,12/06/2023,Brahman X,Drench,Back,Steer,,,,514.2761686,-0.102071058,0.395623202,7.84007549,1.524487419,162.2895626,2160,-0.43,524.2186265,-13.6529288,,,,278.7763018,271.1778237
982 123755321238,13/06/2023,Brahman X,Drench,Back,Steer,,,,514.5170909,-0.099141402,0.398598219,7.847761702,1.525267448,162.4486672,2161,-0.42,532.0663883,-13.7520702,,,,278.8790865,271.304862
982 123755321238,14/06/2023,Brahman X,Drench,Back,Steer,,,,514.7580132,-0.096211745,0.401573237,7.855449988,1.52604715,162.6078148,2162,-0.4,539.9218382,-13.84828194,,,,278.9818712,271.4319003
982 123755321238,15/06/2023,Brahman X,Drench,Back,Steer,,,,514.9989355,-0.093282088,0.404548255,7.863140346,1.526826524,162.7670052,2163,-0.39,547.7849786,-13.94156403,,,,279.0846558,271.5589387
982 123755321238,16/06/2023,Brahman X,Drench,Back,Steer,,,,515.2398578,-0.090352432,0.407523272,7.870832772,1.527605571,162.9262384,2164,-0.38,555.6558114,-14.03191647,,,,279.1874405,271.685977
982 123755321238,17/06/2023,Brahman X,Drench,Back,Steer,,,,515.48078,-0.087422775,0.41049829,7.878527265,1.528384291,163.0855144,2165,-0.37,563.5343386,-14.11933924,,,,279.2902252,271.8130153
982 123755321238,18/06/2023,Brahman X,Drench,Back,Steer,,,,515.7217023,-0.084493119,0.413473307,7.886223822,1.529162683,163.2448331,2166,-0.35,571.4205624,-14.20383236,,,,279.3930099,271.9400536
982 123755321238,19/06/2023,Brahman X,Drench,Back,Steer,,,,515.9626246,-0.081563462,0.416448325,7.893922441,1.529940748,163.4041945,2167,-0.34,579.3144849,-14.28539582,,,,279.4957945,272.067092
982 123755321238,20/06/2023,Brahman X,Drench,Back,Steer,,,,516.2035469,-0.078633806,0.419423342,7.901623118,1.530718486,163.5635985,2168,-0.33,587.216108,-14.36402963,,,,279.5985792,272.1941303
982 123755321238,21/06/2023,Brahman X,Drench,Back,Steer,,,,516.4444692,-0.075704149,0.42239836,7.909325852,1.531495896,163.7230451,2169,-0.32,595.1254339,-14.43973378,,,,279.7013639,272.3211686
982 123755321238,22/06/2023,Brahman X,Drench,Back,Steer,,,,516.6853915,-0.072774492,0.425373377,7.917030641,1.532272979,163.8825343,2170,-0.31,603.0424645,-14.51250827,,,,279.8041486,272.4482069
982 123755321238,23/06/2023,Brahman X,Drench,Back,Steer,,,,516.9263138,-0.069844836,0.428348395,7.92473748,1.533049734,164.0420658,2171,-0.29,610.967202,-14.5823531,,,,279.9069333,272.5752453
982 123755321238,24/06/2023,Brahman X,Drench,Back,Steer,,,,517.1672361,-0.066915179,0.431323412,7.932446369,1.533826162,164.2016398,2172,-0.28,618.8996483,-14.64926828,,,,280.0097179,272.7022836
982 123755321238,25/06/2023,Brahman X,Drench,Back,Steer,,,,517.4081584,-0.063985523,0.43429843,7.940157305,1.534602263,164.3612562,2173,-0.27,626.8398056,-14.71325381,,,,280.1125026,272.8293219
982 123755321238,26/06/2023,Brahman X,Drench,Back,Steer,,,,517.6490807,-0.061055866,0.437273447,7.947870285,1.535378035,164.5209149,2174,-0.26,634.7876759,-14.77430967,,,,280.2152873,272.9563602
982 123755321238,27/06/2023,Brahman X,Drench,Back,Steer,,,,517.890003,-0.058126209,0.440248465,7.955585306,1.536153481,164.6806158,2175,-0.24,642.7432612,-14.83243588,,,,280.318072,273.0833986
982 123755321238,28/06/2023,Brahman X,Drench,Back,Steer,,,,518.1309252,-0.055196553,0.443223482,7.963302367,1.536928598,164.840359,2176,-0.23,650.7065636,-14.88763243,,,,280.4208566,273.2104369
982 123755321238,29/06/2023,Brahman X,Drench,Back,Steer,,,,518.3718475,-0.052266896,0.4461985,7.971021464,1.537703388,165.0001443,2177,-0.22,658.6775851,-14.93989933,,,,280.5236413,273.3374752
982 123755321238,30/06/2023,Brahman X,Drench,Back,Steer,,,,518.6127698,-0.04933724,0.449173517,7.978742596,1.538477851,165.1599717,2178,-0.21,666.6563277,-14.98923657,,,,280.626426,273.4645135
982 123755321238,01/07/2023,Brahman X,Drench,Back,Steer,,,,518.8536921,-0.046407583,0.452148535,7.986465759,1.539251986,165.3198412,2179,-0.19,674.6427934,-15.03564415,,,,280.7292107,273.5915519
982 123755321238,02/07/2023,Brahman X,Drench,Back,Steer,,,,519.0946144,-0.043477926,0.455123552,7.994190952,1.540025793,165.4797527,2180,-0.18,682.6369844,-15.07912208,,,,280.8319953,273.7185902
982 123755321238,03/07/2023,Brahman X,Drench,Back,Steer,,,,519.3355367,-0.04054827,0.45809857,8.001918171,1.540799273,165.6397061,2181,-0.17,690.6389025,-15.11967035,,,,280.93478,273.8456285
982 123755321238,04/07/2023,Brahman X,Drench,Back,Steer,,,,519.576459,-0.037618613,0.461073587,8.009647415,1.541572424,165.7997015,2182,-0.16,698.64855,-15.15728896,,,,281.0375647,273.9726668
982 123755321238,05/07/2023,Brahman X,Drench,Back,Steer,,,,519.8173813,-0.034688957,0.464048605,8.017378681,1.542345249,165.9597387,2183,-0.15,706.6659286,-15.19197792,,,,281.1403494,274.0997051
982 123755321238,06/07/2023,Brahman X,Drench,Back,Steer,,,,520.0583036,-0.0317593,0.467023622,8.025111966,1.543117745,166.1198177,2184,-0.13,714.6910406,-15.22373722,,,,281.2431341,274.2267435
982 123755321238,07/07/2023,Brahman X,Drench,Back,Steer,,,,520.2992259,-0.028829644,0.46999864,8.032847269,1.543889914,166.2799385,2185,-0.12,722.7238879,-15.25256686,,,,281.3459187,274.3537818
982 123755321238,08/07/2023,Brahman X,Drench,Back,Steer,,,,520.5401482,-0.025899987,0.472973658,8.040584585,1.544661754,166.4401009,2186,-0.11,730.7644725,-15.27846685,,,,281.4487034,274.4808201
982 123755321238,09/07/2023,Brahman X,Drench,Back,Steer,,,,520.7810704,-0.02297033,0.475948675,8.048323914,1.545433268,166.600305,2187,-0.1,738.8127964,-15.30143718,,,,281.5514881,274.6078584
982 123755321238,10/07/2023,Brahman X,Drench,Back,Steer,,,,521.0219927,-0.020040674,0.478923693,8.056065252,1.546204453,166.7605507,2188,-0.08,746.8688616,-15.32147785,,,,281.6542728,274.7348968
982 123755321238,11/07/2023,Brahman X,Drench,Back,Steer,,,,521.262915,-0.017111017,0.48189871,8.063808597,1.54697531,166.920838,2189,-0.07,754.9326702,-15.33858887,,,,281.7570574,274.8619351
982 123755321238,12/07/2023,Brahman X,Drench,Back,Steer,,,,521.5038373,-0.014181361,0.484873728,8.071553947,1.54774584,167.0811667,2190,-0.06,763.0042242,-15.35277023,,,,281.8598421,274.9889734
982 123755321238,13/07/2023,Brahman X,Drench,Back,Steer,,,,521.7447596,-0.011251704,0.487848745,8.079301299,1.548516042,167.2415369,2191,-0.05,771.0835255,-15.36402194,,,,281.9626268,275.1160117
982 123755321238,14/07/2023,Brahman X,Drench,Back,Steer,,,,521.9856819,-0.008322047,0.490823763,8.087050651,1.549285916,167.4019485,2192,-0.03,779.1705761,-15.37234398,,,,282.0654115,275.2430501
982 123755321238,15/07/2023,Brahman X,Drench,Back,Steer,,,,522.2266042,-0.005392391,0.49379878,8.094801999,1.550055461,167.5624014,2193,-0.02,787.2653781,-15.37773637,,,,282.1681961,275.3700884
982 123755321238,16/07/2023,Brahman X,Drench,Back,Steer,,,,522.4675265,-0.002462734,0.496773798,8.102555343,1.550824679,167.7228956,2194,-0.01,795.3679335,-15.38019911,,,,282.2709808,275.4971267
982 123755321238,17/07/2023,Brahman X,Drench,Back,Steer,,,,522.7084488,0.000466922,0.499748815,8.110310679,1.55159357,167.883431,2195,0,803.4782441,-15.37973219,,,,282.3737655,275.624165
982 123755321238,18/07/2023,Brahman X,Drench,Back,Steer,,,,522.9493711,0.003396579,0.502723833,8.118068004,1.552362132,168.0440077,2196,0.01,811.5963122,-15.37633561,,,,282.4765502,275.7512034
982 123755321238,19/07/2023,Brahman X,Drench,Back,Steer,,,,523.1902934,0.006326235,0.50569885,8.125827317,1.553130366,168.2046255,2197,0.03,819.7221395,-15.37000937,,,,282.5793349,275.8782417
982 123755321238,20/07/2023,Brahman X,Drench,Back,Steer,,,,523.4312156,0.009255892,0.508673868,8.133588615,1.553898272,168.3652843,2198,0.04,827.8557281,-15.36075348,,,,282.6821195,276.00528
982 123755321238,21/07/2023,Brahman X,Drench,Back,Steer,,,,523.6721379,0.012185549,0.511648885,8.141351895,1.55466585,168.5259842,2199,0.05,835.99708,-15.34856793,,,,282.7849042,276.1323183
982 123755321238,22/07/2023,Brahman X,Drench,Back,Steer,,,,523.9130602,0.015115205,0.514623903,8.149117155,1.5554331,168.6867251,2200,0.06,844.1461971,-15.33345273,,,,282.8876889,276.2593567
982 123755321238,23/07/2023,Brahman X,Drench,Back,Steer,,,,524.1539825,0.018044862,0.51759892,8.156884392,1.556200022,168.8475069,2201,0.08,852.3030815,-15.31540786,,,,282.9904736,276.386395
982 123755321238,24/07/2023,Brahman X,Drench,Back,Steer,,,,524.3949048,0.020974518,0.520573938,8.164653604,1.556966616,169.0083296,2202,0.09,860.4677351,-15.29443335,,,,283.0932582,276.5134333
982 123755321238,25/07/2023,Brahman X,Drench,Back,Steer,,,,524.6358271,0.023904175,0.523548955,8.172424789,1.557732882,169.1691931,2203,0.1,868.6401599,-15.27052917,,,,283.1960429,276.6404716
982 123755321238,26/07/2023,Brahman X,Drench,Back,Steer,,,,524.8767494,0.026833832,0.526523973,8.180197944,1.55849882,169.3300975,2204,0.11,876.8203579,-15.24369534,,,,283.2988276,276.76751
982 123755321238,27/07/2023,Brahman X,Drench,Back,Steer,,,,525.1176717,0.029763488,0.52949899,8.187973067,1.559264429,169.4910425,2205,0.13,885.0083309,-15.21393185,,,,283.4016123,276.8945483
982 123755321238,28/07/2023,Brahman X,Drench,Back,Steer,,,,525.358594,0.032693145,0.532474008,8.195750155,1.560029711,169.6520282,2207,0.14,893.2040811,-15.18123871,,,,283.5043969,277.0215866
982 123755321238,29/07/2023,Brahman X,Drench,Back,Steer,,,,525.5995163,0.035622801,0.535449025,8.203529205,1.560794664,169.8130546,2208,0.15,901.4076103,-15.14561591,,,,283.6071816,277.1486249
982 123755321238,30/07/2023,Brahman X,Drench,Back,Steer,,,,525.8404386,0.038552458,0.538424043,8.211310216,1.561559289,169.9741215,2209,0.16,909.6189205,-15.10706345,,,,283.7099663,277.2756632
982 123755321238,31/07/2023,Brahman X,Drench,Back,Steer,,,,526.0813608,0.041482114,0.54139906,8.219093185,1.562323586,170.1352289,2210,0.17,917.8380137,-15.06558133,,,,283.812751,277.4027016
982 123755321238,01/08/2023,Brahman X,Drench,Back,Steer,,,,526.3222831,0.044411771,0.544374078,8.226878108,1.563087555,170.2963768,2211,0.19,926.0648918,-15.02116956,,,,283.9155357,277.5297399
982 123755321238,02/08/2023,Brahman X,Drench,Back,Steer,,,,526.5632054,0.047341428,0.547349096,8.234664985,1.563851196,170.4575652,2212,0.2,934.2995568,-14.97382813,,,,284.0183203,277.6567782
982 123755321238,03/08/2023,Brahman X,Drench,Back,Steer,,,,526.8041277,0.050271084,0.550324113,8.242453812,1.564614508,170.6187939,2213,0.21,942.5420106,-14.92355705,,,,284.121105,277.7838165
982 123755321238,04/08/2023,Brahman X,Drench,Back,Steer,,,,527.04505,0.053200741,0.553299131,8.250244587,1.565377492,170.7800629,2214,0.22,950.7922552,-14.87035631,,,,284.2238897,277.9108549
982 123755321238,05/08/2023,Brahman X,Drench,Back,Steer,,,,527.2859723,0.056130397,0.556274148,8.258037307,1.566140148,170.9413723,2215,0.24,959.0502925,-14.81422591,,,,284.3266744,278.0378932
982 123755321238,06/08/2023,Brahman X,Drench,Back,Steer,,,,527.5268946,0.059060054,0.559249166,8.265831971,1.566902476,171.1027218,2216,0.25,967.3161245,-14.75516586,,,,284.429459,278.1649315
982 123755321238,07/08/2023,Brahman X,Drench,Back,Steer,,,,527.7678169,0.061989711,0.562224183,8.273628575,1.567664475,171.2641115,2217,0.26,975.589753,-14.69317615,,,,284.5322437,278.2919698
982 123755321238,08/08/2023,Brahman X,Drench,Back,Steer,,,,528.0087392,0.064919367,0.565199201,8.281427117,1.568426146,171.4255413,2218,0.27,983.8711802,-14.62825678,,,,284.6350284,278.4190082
982 123755321238,09/08/2023,Brahman X,Drench,Back,Steer,,,,528.2496615,0.067849024,0.568174218,8.289227595,1.569187488,171.5870112,2219,0.28,992.1604077,-14.56040776,,,,284.7378131,278.5460465
982 123755321238,10/08/2023,Brahman X,Drench,Back,Steer,,,,528.4905838,0.07077868,0.571149236,8.297030006,1.569948503,171.7485211,2220,0.3,1000.457438,-14.48962908,,,,284.8405977,278.6730848
982 123755321238,11/08/2023,Brahman X,Drench,Back,Steer,,,,528.731506,0.073708337,0.574124253,8.304834348,1.570709188,171.910071,2221,0.31,1008.762272,-14.41592074,,,,284.9433824,278.8001231
982 123755321238,12/08/2023,Brahman X,Drench,Back,Steer,,,,528.9724283,0.076637994,0.577099271,8.312640618,1.571469546,172.0716608,2222,0.32,1017.074913,-14.33928275,,,,285.0461671,278.9271615
982 123755321238,13/08/2023,Brahman X,Drench,Back,Steer,,,,529.2133506,0.07956765,0.580074288,8.320448814,1.572229575,172.2332904,2223,0.33,1025.395362,-14.2597151,,,,285.1489518,279.0541998
982 123755321238,14/08/2023,Brahman X,Drench,Back,Steer,,,,529.4542729,0.082497307,0.583049306,8.328258933,1.572989276,172.3949599,2224,0.35,1033.72362,-14.17721779,,,,285.2517365,279.1812381
982 123755321238,15/08/2023,Brahman X,Drench,Back,Steer,,,,529.6951952,0.085426963,0.586024323,8.336070973,1.573748648,172.5566691,2225,0.36,1042.059691,-14.09179083,,,,285.3545211,279.3082764
982 123755321238,16/08/2023,Brahman X,Drench,Back,Steer,,,,529.9361175,0.08835662,0.588999341,8.343884932,1.574507692,172.7184181,2226,0.37,1050.403576,-14.00343421,,,,285.4573058,279.4353148
982 123755321238,17/08/2023,Brahman X,Drench,Back,Steer,,,,530.1770398,0.091286276,0.591974358,8.351700807,1.575266407,172.8802067,2227,0.38,1058.755277,-13.91214793,,,,285.5600905,279.5623531
982 123755321238,18/08/2023,Brahman X,Drench,Back,Steer,,,,530.4179621,0.094215933,0.594949376,8.359518595,1.576024794,173.0420349,2228,0.4,1067.114796,-13.817932,,,,285.6628752,279.6893914
982 123755321238,19/08/2023,Brahman X,Drench,Back,Steer,,,,530.6588844,0.09714559,0.597924393,8.367338294,1.576782853,173.2039027,2229,0.41,1075.482134,-13.72078641,,,,285.7656598,279.8164297
982 123755321238,20/08/2023,Brahman X,Drench,Back,Steer,,,,530.8998067,0.100075246,0.600899411,8.375159903,1.577540583,173.36581,2230,0.42,1083.857294,-13.62071116,,,,285.8684445,279.9434681
982 123755321238,21/08/2023,Brahman X,Drench,Back,Steer,,,,531.140729,0.103004903,0.603874428,8.382983417,1.578297984,173.5277567,2231,0.43,1092.240277,-13.51770626,,,,285.9712292,280.0705064
982 123755321238,22/08/2023,Brahman X,Drench,Back,Steer,,,,531.3816512,0.105934559,0.606849446,8.390808835,1.579055057,173.6897429,2232,0.44,1100.631086,-13.4117717,,,,286.0740139,280.1975447
982 123755321238,23/08/2023,Brahman X,Drench,Back,Steer,,,,531.6225735,0.108864216,0.609824463,8.398636155,1.579811801,173.8517684,2233,0.46,1109.029722,-13.30290748,,,,286.1767985,280.324583
982 123755321238,24/08/2023,Brahman X,Drench,Back,Steer,,,,531.8634958,0.111793873,0.612799481,8.406465374,1.580568217,174.0138332,2234,0.47,1117.436188,-13.19111361,,,,286.2795832,280.4516213
982 123755321238,25/08/2023,Brahman X,Drench,Back,Steer,,,,532.1044181,0.114723529,0.615774499,8.414296489,1.581324304,174.1759373,2235,0.48,1125.850484,-13.07639008,,,,286.3823679,280.5786597
982 123755321238,26/08/2023,Brahman X,Drench,Back,Steer,,,,532.3453404,0.117653186,0.618749516,8.422129498,1.582080063,174.3380806,2236,0.49,1134.272614,-12.9587369,,,,286.4851526,280.705698
982 123755321238,27/08/2023,Brahman X,Drench,Back,Steer,,,,532.5862627,0.120582842,0.621724534,8.429964398,1.582835493,174.500263,2237,0.51,1142.702578,-12.83815405,,,,286.5879373,280.8327363
982 123755321238,28/08/2023,Brahman X,Drench,Back,Steer,,,,532.827185,0.123512499,0.624699551,8.437801188,1.583590595,174.6624846,2238,0.52,1151.140379,-12.71464155,,,,286.6907219,280.9597746
982 123755321238,29/08/2023,Brahman X,Drench,Back,Steer,,,,533.0681073,0.126442155,0.627674569,8.445639864,1.584345368,174.8247452,2239,0.53,1159.586019,-12.5881994,,,,286.7935066,281.086813
982 123755321238,30/08/2023,Brahman X,Drench,Back,Steer,,,,533.3090296,0.129371812,0.630649586,8.453480425,1.585099812,174.9870448,2240,0.54,1168.0395,-12.45882759,,,,286.8962913,281.2138513
982 123755321238,31/08/2023,Brahman X,Drench,Back,Steer,,,,533.5499519,0.132301469,0.633624604,8.461322867,1.585853928,175.1493834,2241,0.56,1176.500822,-12.32652612,,,,286.999076,281.3408896
982 123755321238,01/09/2023,Brahman X,Drench,Back,Steer,,,,533.7908742,0.135231125,0.636599621,8.469167189,1.586607715,175.3117608,2242,0.57,1184.96999,-12.19129499,,,,287.1018606,281.4679279
982 123755321238,02/09/2023,Brahman X,Drench,Back,Steer,,,,534.0317964,0.138160782,0.639574639,8.477013388,1.587361173,175.4741771,2243,0.58,1193.447003,-12.05313421,,,,287.2046453,281.5949663
982 123755321238,03/09/2023,Brahman X,Drench,Back,Steer,,,,534.2727187,0.141090438,0.642549656,8.484861461,1.588114303,175.6366322,2244,0.59,1201.931865,-11.91204377,,,,287.30743,281.7220046
982 123755321238,04/09/2023,Brahman X,Drench,Back,Steer,,,,534.513641,0.144020095,0.645524674,8.492711406,1.588867104,175.7991261,2245,0.6,1210.424576,-11.76802368,,,,287.4102147,281.8490429
982 123755321238,05/09/2023,Brahman X,Drench,Back,Steer,,,,534.7545633,0.146949752,0.648499691,8.500563221,1.589619576,175.9616587,2246,0.62,1218.925139,-11.62107393,,,,287.5129993,281.9760812
982 123755321238,06/09/2023,Brahman X,Drench,Back,Steer,,,,534.9954856,0.149879408,0.651474709,8.508416903,1.590371719,176.1242299,2247,0.63,1227.433556,-11.47119452,,,,287.615784,282.1031196
982 123755321238,07/09/2023,Brahman X,Drench,Back,Steer,,,,535.2364079,0.152809065,0.654449726,8.51627245,1.591123534,176.2868397,2248,0.64,1235.949828,-11.31838545,,,,287.7185687,282.2301579
982 123755321238,08/09/2023,Brahman X,Drench,Back,Steer,,,,535.4773302,0.155738721,0.657424744,8.524129859,1.59187502,176.4494881,2249,0.65,1244.473958,-11.16264673,,,,287.8213534,282.3571962
982 123755321238,09/09/2023,Brahman X,Drench,Back,Steer,,,,535.7182525,0.158668378,0.660399761,8.531989127,1.592626178,176.6121749,2250,0.67,1253.005947,-11.00397835,,,,287.9241381,282.4842345
982 123755321238,10/09/2023,Brahman X,Drench,Back,Steer,,,,535.9591748,0.161598034,0.663374779,8.539850254,1.593377006,176.7749003,2251,0.68,1261.545798,-10.84238032,,,,288.0269227,282.6112729
982 123755321238,11/09/2023,Brahman X,Drench,Back,Steer,,,,536.2000971,0.164527691,0.666349796,8.547713235,1.594127506,176.937664,2252,0.69,1270.093511,-10.67785263,,,,288.1297074,282.7383112
982 123755321238,12/09/2023,Brahman X,Drench,Back,Steer,,,,536.4410194,0.167457348,0.669324814,8.555578069,1.594877677,177.100466,2253,0.7,1278.649089,-10.51039528,,,,288.2324921,282.8653495
982 123755321238,13/09/2023,Brahman X,Drench,Back,Steer,,,,536.6819416,0.170387004,0.672299831,8.563444752,1.595627519,177.2633064,2254,0.72,1287.212534,-10.34000828,,,,288.3352768,282.9923878
