EID,Date,Breed,Treatment,Mob,Sex,Weight,PWeight,GrowthPBS,FinalPweight,FinalGrowthPBS,FinalDailyGrowth,FeedIntakeKgd,FeedIntakePCT,Methane,AnimalValue,AnimalProd,FeedIntakeKgdSum,FinalGrowthPBSSum,AnimalProdSum,MethaneSum,MethaneSupplSum,CarcassWeight,DressedCarcass
982 123536700233,11/10/2023,Brahman X,Drench,Front,Steer,303,331.2291246,-1.921730616,331.2291246,-1.921730616,,3.233458419,0.976199911,66.93258927,1391,-8.07,3.233458419,-1.921730616,,0.066932589,,200.6829414,174.6571174
982 123536700478,08/10/2023,Brahman X,Drench,Front,Steer,570,596.2792555,0.73896836,596.2792555,0.73896836,,10.24291593,1.717805179,212.0283598,2504,3.1,10.24291593,0.73896836,,0.21202836,,313.7612788,314.4180514
982 123536700493,12/10/2023,Brahman X,Drench,Front,Steer,648,647.771,1.406663347,647.771,1.406663347,,12.09648676,1.867401714,250.3972759,2721,5.91,12.09648676,1.406663347,,0.250397276,,335.7292017,341.5696483
982 123536700493,13/10/2023,Brahman X,Drench,Front,Steer,,,,649.2099819,1.420333033,,12.13816445,1.869682351,251.2600042,2727,5.97,24.23465121,2.826996381,,,,336.3431146,342.3284235
982 123536700493,14/10/2023,Brahman X,Drench,Front,Steer,650,650.6489638,1.434002719,650.6489638,1.434002719,1.438981895,12.17983867,1.871952365,252.1226604,2733,6.02,36.41448988,4.2609991,,,,336.9570274,343.0871986
982 123536700493,15/10/2023,Brahman X,Drench,Front,Steer,652,651.5784223,1.169947778,651.5784223,1.169947778,0.929458512,11.61349644,1.782363571,240.3993762,2737,4.91,48.02798631,5.430946877,,,,337.3535623,343.5773021
982 123536700502,06/10/2023,Brahman X,Drench,Front,Steer,520,520.4120083,-1.39767049,520.4120083,-1.39767049,,5.775609609,1.109814823,119.5551189,2186,-5.87,5.775609609,-1.39767049,,0.119555119,,281.3940351,274.413252
982 123536700502,07/10/2023,Brahman X,Drench,Front,Steer,,,,524.1275532,-0.16198739,,7.835900577,1.495036949,162.203142,2201,-0.68,13.61151019,-1.559657879,,,,282.979198,276.3724588
982 123536700502,08/10/2023,Brahman X,Drench,Front,Steer,,,,527.8430981,1.073695711,,10.2093934,1.934171999,211.3344434,2217,4.51,23.82090359,-0.485962169,,,,284.5643609,278.3316656
982 123536700502,09/10/2023,Brahman X,Drench,Front,Steer,,,,531.558643,2.309378811,,12.89591754,2.426057351,266.945493,2233,9.7,36.71682112,1.823416642,,,,286.1495239,280.2908725
982 123536700502,10/10/2023,Brahman X,Drench,Front,Steer,536,535.274188,3.545061911,535.274188,3.545061911,3.715544923,15.89530247,2.96956267,329.0327611,2248,14.89,52.61212359,5.368478553,,,,287.7346868,282.2500793
982 123536700502,11/10/2023,Brahman X,Drench,Front,Steer,,,,530.0675449,0.413929466,-8.180705728,8.948284126,1.688140354,185.2294814,2226,1.74,61.56040772,5.782408018,,,,285.5133767,279.5046164
982 123536700502,12/10/2023,Brahman X,Drench,Front,Steer,,,,524.8609018,-2.717202979,-11.15476839,3.982835428,0.758836372,82.44469335,2204,-11.41,65.54324314,3.065205039,,,,283.2920665,276.7591535
982 123536700502,13/10/2023,Brahman X,Drench,Front,Steer,522,519.6542588,-5.848335424,519.6542588,-5.848335424,-5.206643065,0.999798509,0.192396866,20.69582914,2183,-24.56,66.54304165,-2.783130385,,,,281.0707564,274.0136906
982 123536700517,14/10/2023,Brahman X,Drench,Front,Steer,608,506.059496,-0.303992243,506.059496,-0.303992243,,7.403309871,1.462932705,153.2485143,2125,-1.28,7.403309871,-0.303992243,,0.153248514,,275.2708228,266.8451722
982 123536700519,08/10/2023,Brahman X,Drench,Front,Steer,652,471.7326388,-0.561710232,471.7326388,-0.561710232,,6.610787035,1.401384278,136.8432916,1981,-2.36,6.610787035,-0.561710232,,0.136843292,,260.6259557,248.7446204
982 123536700520,15/10/2023,Brahman X,Drench,Front,Steer,610,609.9999996,3.22147641,609.9999996,3.22147641,,16.01364345,2.625187453,331.4824195,2562,13.53,16.01364345,3.22147641,,0.33148242,,319.6149598,321.6529998
982 123536700536,12/10/2023,Brahman X,Drench,Front,Steer,700,700.0004625,-4.727699926,700.0004625,-4.727699926,,2.559279857,0.365611167,52.97709304,2940,-19.86,2.559279857,-4.727699926,,0.052977093,,358.0118573,369.1102439
982 123536700541,08/10/2023,Brahman X,Drench,Front,Steer,516,515.9383695,-1.148445042,515.9383695,-1.148445042,,6.118201095,1.185839522,126.6467627,2167,-4.82,6.118201095,-1.148445042,,0.126646763,,279.4854466,272.0543023
982 123536700541,09/10/2023,Brahman X,Drench,Front,Steer,,,,517.0215615,-0.066310931,,7.931999565,1.53417191,164.192391,2171,-0.28,14.05020066,-1.214755973,,,,279.9475688,272.6254694
982 123536700541,10/10/2023,Brahman X,Drench,Front,Steer,518,518.1047536,1.01582318,518.1047536,1.01582318,1.083192009,9.980893988,1.926423936,206.6045056,2176,4.27,24.03109465,-0.198932793,,,,280.409691,273.1966366
982 123536700541,11/10/2023,Brahman X,Drench,Front,Steer,,,,519.3887865,1.111969158,1.350979984,10.1882711,1.961588575,210.8972117,2181,4.67,34.21936575,0.913036365,,,,280.957498,273.8737071
982 123536700541,12/10/2023,Brahman X,Drench,Front,Steer,,,,520.6728195,1.208115136,1.417926978,10.3977252,1.996978681,215.2329117,2187,5.07,44.61709095,2.121151502,,,,281.505305,274.5507777
982 123536700541,13/10/2023,Brahman X,Drench,Front,Steer,522,521.9568525,1.304261114,521.9568525,1.304261114,1.28403299,10.60925462,2.032592267,219.6115706,2192,5.48,55.22634557,3.425412616,,,,282.053112,275.2278483
982 123536700544,22/04/2023,Brahman X,Drench,Front,Steer,320,297.1502616,3.994657781,297.1502616,3.994657781,,12.69357139,4.271768538,262.7569277,1248,16.78,12.69357139,3.994657781,,0.262756928,,186.1438761,156.687333
982 123536700544,23/04/2023,Brahman X,Drench,Front,Steer,,,,301.1371863,3.991892159,,12.77227147,4.241346486,264.3860194,1265,16.77,25.46584286,7.98654994,,,,187.8448178,158.7896383
982 123536700544,24/04/2023,Brahman X,Drench,Front,Steer,,,,305.1241109,3.989126538,,12.85062215,4.211604946,266.0078784,1282,16.75,38.316465,11.97567648,,,,189.5457595,160.8919437
982 123536700544,25/04/2023,Brahman X,Drench,Front,Steer,,,,309.1110356,3.986360916,,12.92861799,4.182515829,267.6223924,1298,16.74,51.245083,15.96203739,,,,191.2467011,162.9942491
982 123536700544,26/04/2023,Brahman X,Drench,Front,Steer,309,313.0979602,3.983595295,313.0979602,3.983595295,3.986924647,13.00625362,4.154052492,269.2294499,1315,16.73,64.25133662,19.94563269,,,,192.9476428,165.0965544
982 123536700544,27/04/2023,Brahman X,Drench,Front,Steer,,,,314.6929814,3.969380821,1.580783642,13.00741025,4.133365222,269.2533921,1322,16.67,77.25874686,23.91501351,,,,193.6281267,165.9376091
982 123536700544,28/04/2023,Brahman X,Drench,Front,Steer,,,,316.2880026,3.955166347,1.566546121,13.0084715,4.112856445,269.27536,1328,16.61,90.26721836,27.87017986,,,,194.3086105,166.7786638
982 123536700544,29/04/2023,Brahman X,Drench,Front,Steer,,,,317.8830237,3.940951873,1.5523086,13.00943736,4.092523472,269.2953533,1335,16.55,103.2766557,31.81113173,,,,194.9890944,167.6197184
982 123536700544,30/04/2023,Brahman X,Drench,Front,Steer,,,,319.4780449,3.926737399,1.538071079,13.01030782,4.072363666,269.3133719,1342,16.49,116.2869635,35.73786913,,,,195.6695783,168.4607731
982 123536700544,01/05/2023,Brahman X,Drench,Front,Steer,,,,321.073066,3.912522926,1.523833559,13.01108287,4.052374443,269.3294154,1349,16.43,129.2980464,39.65039205,,,,196.3500622,169.3018277
982 123536700544,02/05/2023,Brahman X,Drench,Front,Steer,,,,322.6680872,3.898308452,1.509596038,13.0117625,4.032553271,269.3434838,1355,16.37,142.3098089,43.54870051,,,,197.030546,170.1428824
982 123536700544,03/05/2023,Brahman X,Drench,Front,Steer,,,,324.2631084,3.884093978,1.495358517,13.01234671,4.012897668,269.3555769,1362,16.31,155.3221556,47.43279448,,,,197.7110299,170.983937
982 123536700544,04/05/2023,Brahman X,Drench,Front,Steer,,,,325.8581295,3.869879504,1.481120996,13.01283549,3.9934052,269.3656946,1369,16.25,168.3349911,51.30267399,,,,198.3915138,171.8249917
982 123536700544,05/05/2023,Brahman X,Drench,Front,Steer,,,,327.4531507,3.85566503,1.466883476,13.01322883,3.974073482,269.3738367,1375,16.19,181.3482199,55.15833902,,,,199.0719977,172.6660464
982 123536700544,06/05/2023,Brahman X,Drench,Front,Steer,,,,329.0481719,3.841450556,1.452645955,13.01352673,3.954900175,269.3800032,1382,16.13,194.3617467,58.99978957,,,,199.7524816,173.507101
982 123536700544,07/05/2023,Brahman X,Drench,Front,Steer,,,,330.643193,3.827236083,1.438408434,13.01372918,3.935882986,269.384194,1389,16.07,207.3754758,62.82702566,,,,200.4329654,174.3481557
982 123536700544,08/05/2023,Brahman X,Drench,Front,Steer,,,,332.2382142,3.813021609,1.424170913,13.01383618,3.917019665,269.386409,1395,16.01,220.389312,66.64004727,,,,201.1134493,175.1892103
982 123536700544,09/05/2023,Brahman X,Drench,Front,Steer,,,,333.8332353,3.798807135,1.409933393,13.01384774,3.898308006,269.3866482,1402,15.95,233.4031598,70.4388544,,,,201.7939332,176.030265
982 123536700544,10/05/2023,Brahman X,Drench,Front,Steer,,,,335.4282565,3.784592661,1.395695872,13.01376385,3.879745847,269.3849117,1409,15.9,246.4169236,74.22344706,,,,202.4744171,176.8713197
982 123536700544,11/05/2023,Brahman X,Drench,Front,Steer,,,,337.0232777,3.770378187,1.381458351,13.01358451,3.861331063,269.3811994,1415,15.84,259.4305081,77.99382525,,,,203.154901,177.7123743
982 123536700544,12/05/2023,Brahman X,Drench,Front,Steer,,,,338.6182988,3.756163713,1.36722083,13.01330973,3.843061575,269.3755114,1422,15.78,272.4438179,81.74998896,,,,203.8353848,178.553429
982 123536700544,13/05/2023,Brahman X,Drench,Front,Steer,,,,340.21332,3.74194924,1.35298331,13.0129395,3.824935338,269.3678477,1429,15.72,285.4567574,85.4919382,,,,204.5158687,179.3944836
982 123536700544,14/05/2023,Brahman X,Drench,Front,Steer,,,,341.8083412,3.727734766,1.338745789,13.01247384,3.806950349,269.3582084,1436,15.66,298.4692312,89.21967297,,,,205.1963526,180.2355383
982 123536700544,15/05/2023,Brahman X,Drench,Front,Steer,,,,343.4033623,3.713520292,1.324508268,13.01191274,3.789104641,269.3465937,1442,15.6,311.4811439,92.93319326,,,,205.8768365,181.076593
982 123536700544,16/05/2023,Brahman X,Drench,Front,Steer,,,,344.9983835,3.699305818,1.310270747,13.01125621,3.771396284,269.3330036,1449,15.54,324.4924002,96.63249908,,,,206.5573203,181.9176476
982 123536700544,17/05/2023,Brahman X,Drench,Front,Steer,,,,346.5934046,3.685091344,1.296033227,13.01050427,3.753823383,269.3174384,1456,15.48,337.5029044,100.3175904,,,,207.2378042,182.7587023
982 123536700544,18/05/2023,Brahman X,Drench,Front,Steer,,,,348.1884258,3.67087687,1.281795706,13.00965691,3.736384081,269.2998981,1462,15.42,350.5125613,103.9884673,,,,207.9182881,183.5997569
982 123536700544,19/05/2023,Brahman X,Drench,Front,Steer,,,,349.783447,3.656662397,1.267558185,13.00871415,3.719076551,269.280383,1469,15.36,363.5212755,107.6451297,,,,208.598772,184.4408116
982 123536700544,20/05/2023,Brahman X,Drench,Front,Steer,,,,351.3784681,3.642447923,1.253320664,13.007676,3.701899002,269.2588933,1476,15.3,376.5289515,111.2875776,,,,209.2792559,185.2818662
982 123536700544,21/05/2023,Brahman X,Drench,Front,Steer,,,,352.9734893,3.628233449,1.239083144,13.00654247,3.684849675,269.2354292,1482,15.24,389.535494,114.9158111,,,,209.9597397,186.1229209
982 123536700544,22/05/2023,Brahman X,Drench,Front,Steer,,,,354.5685105,3.614018975,1.224845623,13.00531357,3.667926844,269.209991,1489,15.18,402.5408075,118.52983,,,,210.6402236,186.9639756
982 123536700544,23/05/2023,Brahman X,Drench,Front,Steer,,,,356.1635316,3.599804501,1.210608102,13.00398932,3.651128812,269.1825789,1496,15.12,415.5447969,122.1296345,,,,211.3207075,187.8050302
982 123536700544,24/05/2023,Brahman X,Drench,Front,Steer,,,,357.7585528,3.585590027,1.196370581,13.00256973,3.634453915,269.1531933,1503,15.06,428.5473666,125.7152246,,,,212.0011914,188.6460849
982 123536700544,25/05/2023,Brahman X,Drench,Front,Steer,,,,359.3535739,3.571375554,1.182133061,13.00105481,3.617900517,269.1218346,1509,15,441.5484214,129.2866001,,,,212.6816753,189.4871395
982 123536700544,26/05/2023,Brahman X,Drench,Front,Steer,,,,360.9485951,3.55716108,1.16789554,12.99944458,3.601467012,269.0885029,1516,14.94,454.547866,132.8437612,,,,213.3621591,190.3281942
982 123536700544,27/05/2023,Brahman X,Drench,Front,Steer,,,,362.5436163,3.542946606,1.153658019,12.99773907,3.585151823,269.0531987,1523,14.88,467.545605,136.3867078,,,,214.042643,191.1692489
982 123536700544,28/05/2023,Brahman X,Drench,Front,Steer,,,,364.1386374,3.528732132,1.139420499,12.99593828,3.5689534,269.0159225,1529,14.82,480.5415433,139.9154399,,,,214.7231269,192.0103035
982 123536700544,29/05/2023,Brahman X,Drench,Front,Steer,,,,365.7336586,3.514517658,1.125182978,12.99404225,3.552870221,268.9766745,1536,14.76,493.5355856,143.4299576,,,,215.4036108,192.8513582
982 123536700544,30/05/2023,Brahman X,Drench,Front,Steer,,,,367.3286798,3.500303184,1.110945457,12.99205098,3.536900791,268.9354552,1543,14.7,506.5276366,146.9302608,,,,216.0840946,193.6924128
982 123536700544,31/05/2023,Brahman X,Drench,Front,Steer,,,,368.9237009,3.486088711,1.096707936,12.9899645,3.521043638,268.8922652,1549,14.64,519.5176011,150.4163495,,,,216.7645785,194.5334675
982 123536700544,01/06/2023,Brahman X,Drench,Front,Steer,,,,370.5187221,3.471874237,1.082470416,12.98778284,3.505297321,268.8471048,1556,14.58,532.5053839,153.8882237,,,,217.4450624,195.3745222
982 123536700544,02/06/2023,Brahman X,Drench,Front,Steer,,,,372.1137432,3.457659763,1.068232895,12.98550602,3.48966042,268.7999745,1563,14.52,545.4908899,157.3458835,,,,218.1255463,196.2155768
982 123536700544,03/06/2023,Brahman X,Drench,Front,Steer,,,,373.7087644,3.443445289,1.053995374,12.98313406,3.474131541,268.750875,1570,14.46,558.474024,160.7893288,,,,218.8060302,197.0566315
982 123536700544,04/06/2023,Brahman X,Drench,Front,Steer,,,,375.3037856,3.429230815,1.039757853,12.98066699,3.458709314,268.6998066,1576,14.4,571.454691,164.2185596,,,,219.486514,197.8976861
982 123536700544,05/06/2023,Brahman X,Drench,Front,Steer,,,,376.8988067,3.415016342,1.025520333,12.97810483,3.443392392,268.6467701,1583,14.34,584.4327958,167.6335759,,,,220.1669979,198.7387408
982 123536700544,06/06/2023,Brahman X,Drench,Front,Steer,,,,378.4938279,3.400801868,1.011282812,12.97544763,3.42817945,268.5917659,1590,14.28,597.4082434,171.0343778,,,,220.8474818,199.5797954
982 123536700544,07/06/2023,Brahman X,Drench,Front,Steer,,,,380.0888491,3.386587394,0.997045291,12.97269539,3.413069188,268.5347946,1596,14.22,610.3809388,174.4209652,,,,221.5279657,200.4208501
982 123536700544,08/06/2023,Brahman X,Drench,Front,Steer,,,,381.6838702,3.37237292,0.98280777,12.96984816,3.398060326,268.475857,1603,14.16,623.350787,177.7933381,,,,222.2084495,201.2619048
982 123536700544,09/06/2023,Brahman X,Drench,Front,Steer,,,,383.2788914,3.358158446,0.96857025,12.96690597,3.383151607,268.4149536,1610,14.1,636.3176929,181.1514966,,,,222.8889334,202.1029594
982 123536700544,10/06/2023,Brahman X,Drench,Front,Steer,,,,384.8739125,3.343943972,0.954332729,12.96386885,3.368341794,268.3520852,1616,14.04,649.2815618,184.4954405,,,,223.5694173,202.9440141
982 123536700544,11/06/2023,Brahman X,Drench,Front,Steer,,,,386.4689337,3.329729499,0.940095208,12.96073683,3.35362967,268.2872523,1623,13.98,662.2422986,187.82517,,,,224.2499012,203.7850687
982 123536700544,12/06/2023,Brahman X,Drench,Front,Steer,,,,388.0639549,3.315515025,0.925857687,12.95750994,3.339014041,268.2204558,1630,13.93,675.1998086,191.1406851,,,,224.9303851,204.6261234
982 123536700544,13/06/2023,Brahman X,Drench,Front,Steer,,,,389.658976,3.301300551,0.911620167,12.95418823,3.32449373,268.1516963,1637,13.87,688.1539968,194.4419856,,,,225.6108689,205.4671781
982 123536700544,14/06/2023,Brahman X,Drench,Front,Steer,,,,391.2539972,3.287086077,0.897382646,12.95077172,3.310067582,268.0809747,1643,13.81,701.1047685,197.7290717,,,,226.2913528,206.3082327
982 123536700544,15/06/2023,Brahman X,Drench,Front,Steer,,,,392.8490183,3.272871603,0.883145125,12.94726047,3.295734458,268.0082916,1650,13.75,714.052029,201.0019433,,,,226.9718367,207.1492874
982 123536700544,16/06/2023,Brahman X,Drench,Front,Steer,,,,394.4440395,3.258657129,0.868907604,12.94365449,3.28149324,267.933648,1657,13.69,726.9956835,204.2606004,,,,227.6523206,207.990342
982 123536700544,17/06/2023,Brahman X,Drench,Front,Steer,,,,396.0390607,3.244442656,0.854670084,12.93995384,3.267342828,267.8570446,1663,13.63,739.9356373,207.5050431,,,,228.3328045,208.8313967
982 123536700544,18/06/2023,Brahman X,Drench,Front,Steer,,,,397.6340818,3.230228182,0.840432563,12.93615856,3.253282139,267.7784822,1670,13.57,752.8717959,210.7352713,,,,229.0132883,209.6724514
982 123536700544,19/06/2023,Brahman X,Drench,Front,Steer,,,,399.229103,3.216013708,0.826195042,12.93226869,3.239310108,267.6979618,1677,13.51,765.8040646,213.951285,,,,229.6937722,210.513506
982 123536700544,20/06/2023,Brahman X,Drench,Front,Steer,,,,400.8241242,3.201799234,0.811957521,12.92828426,3.225425688,267.6154842,1683,13.45,778.7323488,217.1530842,,,,230.3742561,211.3545607
982 123536700544,21/06/2023,Brahman X,Drench,Front,Steer,,,,402.4191453,3.18758476,0.797720001,12.92420533,3.211627847,267.5310504,1690,13.39,791.6565542,220.340669,,,,231.05474,212.1956153
982 123536700544,22/06/2023,Brahman X,Drench,Front,Steer,,,,404.0141665,3.173370286,0.78348248,12.92003194,3.197915572,267.4446612,1697,13.33,804.5765861,223.5140392,,,,231.7352238,213.03667
982 123536700544,23/06/2023,Brahman X,Drench,Front,Steer,,,,405.6091876,3.159155813,0.769244959,12.91576414,3.184287864,267.3563177,1704,13.27,817.4923502,226.6731951,,,,232.4157077,213.8777246
982 123536700544,24/06/2023,Brahman X,Drench,Front,Steer,,,,407.2042088,3.144941339,0.755007439,12.91140197,3.170743742,267.2660207,1710,13.21,830.4037522,229.8181364,,,,233.0961916,214.7187793
982 123536700544,25/06/2023,Brahman X,Drench,Front,Steer,,,,408.79923,3.130726865,0.740769918,12.90694548,3.157282238,267.1737714,1717,13.15,843.3106977,232.9488633,,,,233.7766755,215.559834
982 123536700544,26/06/2023,Brahman X,Drench,Front,Steer,,,,410.3942511,3.116512391,0.726532397,12.90239472,3.143902401,267.0795706,1724,13.09,856.2130924,236.0653757,,,,234.4571594,216.4008886
982 123536700544,27/06/2023,Brahman X,Drench,Front,Steer,,,,411.9892723,3.102297917,0.712294876,12.89774974,3.130603296,266.9834195,1730,13.03,869.1108421,239.1676736,,,,235.1376432,217.2419433
982 123536700544,28/06/2023,Brahman X,Drench,Front,Steer,,,,413.5842935,3.088083443,0.698057356,12.89301059,3.117383999,266.8853192,1737,12.97,882.0038527,242.255757,,,,235.8181271,218.0829979
982 123536700544,29/06/2023,Brahman X,Drench,Front,Steer,,,,415.1793146,3.07386897,0.683819835,12.88817732,3.104243605,266.7852706,1744,12.91,894.8920301,245.329626,,,,236.498611,218.9240526
982 123536700544,30/06/2023,Brahman X,Drench,Front,Steer,,,,416.7743358,3.059654496,0.669582314,12.88325,3.09118122,266.6832749,1750,12.85,907.7752801,248.3892805,,,,237.1790949,219.7651073
982 123536700544,01/07/2023,Brahman X,Drench,Front,Steer,,,,418.3693569,3.045440022,0.655344793,12.87822866,3.078195964,266.5793333,1757,12.79,920.6535087,251.4347205,,,,237.8595788,220.6061619
982 123536700544,02/07/2023,Brahman X,Drench,Front,Steer,,,,419.9643781,3.031225548,0.641107273,12.87311337,3.065286973,266.4734469,1764,12.73,933.5266221,254.465946,,,,238.5400626,221.4472166
982 123536700544,03/07/2023,Brahman X,Drench,Front,Steer,,,,421.5593993,3.017011074,0.626869752,12.86790419,3.052453394,266.3656168,1771,12.67,946.3945263,257.4829571,,,,239.2205465,222.2882712
982 123536700544,04/07/2023,Brahman X,Drench,Front,Steer,,,,423.1544204,3.0027966,0.612632231,12.86260117,3.039694388,266.2558442,1777,12.61,959.2571275,260.4857537,,,,239.9010304,223.1293259
982 123536700544,05/07/2023,Brahman X,Drench,Front,Steer,,,,424.7494416,2.988582127,0.59839471,12.85720437,3.027009128,266.1441305,1784,12.55,972.1143318,263.4743359,,,,240.5815143,223.9703806
982 123536700544,06/07/2023,Brahman X,Drench,Front,Steer,,,,426.3444628,2.974367653,0.58415719,12.85171385,3.014396802,266.0304767,1791,12.49,984.9660457,266.4487035,,,,241.2619981,224.8114352
982 123536700544,07/07/2023,Brahman X,Drench,Front,Steer,,,,427.9394839,2.960153179,0.569919669,12.84612967,3.001856607,265.9148842,1797,12.43,997.8121753,269.4088567,,,,241.942482,225.6524899
982 123536700544,08/07/2023,Brahman X,Drench,Front,Steer,,,,429.5345051,2.945938705,0.555682148,12.84045189,2.989387754,265.7973542,1804,12.37,1010.652627,272.3547954,,,,242.6229659,226.4935445
982 123536700544,09/07/2023,Brahman X,Drench,Front,Steer,,,,431.1295262,2.931724231,0.541444627,12.83468058,2.976989466,265.677888,1811,12.31,1023.487308,275.2865196,,,,243.3034498,227.3345992
982 123536700544,10/07/2023,Brahman X,Drench,Front,Steer,,,,432.7245474,2.917509757,0.527207107,12.8288158,2.964660978,265.5564871,1817,12.25,1036.316124,278.2040294,,,,243.9839337,228.1756538
982 123536700544,11/07/2023,Brahman X,Drench,Front,Steer,,,,434.3195686,2.903295284,0.512969586,12.82285761,2.952401536,265.4331526,1824,12.19,1049.138981,281.1073247,,,,244.6644175,229.0167085
982 123536700544,12/07/2023,Brahman X,Drench,Front,Steer,,,,435.9145897,2.88908081,0.498732065,12.81680609,2.940210397,265.307886,1831,12.13,1061.955787,283.9964055,,,,245.3449014,229.8577632
982 123536700544,13/07/2023,Brahman X,Drench,Front,Steer,,,,437.5096109,2.874866336,0.484494544,12.81066129,2.928086828,265.1806887,1838,12.07,1074.766449,286.8712718,,,,246.0253853,230.6988178
982 123536700544,14/07/2023,Brahman X,Drench,Front,Steer,,,,439.1046321,2.860651862,0.470257024,12.80442329,2.91603011,265.051562,1844,12.01,1087.570872,289.7319237,,,,246.7058692,231.5398725
982 123536700544,15/07/2023,Brahman X,Drench,Front,Steer,,,,440.6996532,2.846437388,0.456019503,12.79809215,2.904039532,264.9205075,1851,11.96,1100.368964,292.5783611,,,,247.3863531,232.3809271
982 123536700544,16/07/2023,Brahman X,Drench,Front,Steer,,,,442.2946744,2.832222914,0.441781982,12.79166795,2.892114395,264.7875265,1858,11.9,1113.160632,295.410584,,,,248.0668369,233.2219818
982 123536700544,17/07/2023,Brahman X,Drench,Front,Steer,,,,443.8896955,2.818008441,0.427544461,12.78515075,2.880254008,264.6526205,1864,11.84,1125.945783,298.2285924,,,,248.7473208,234.0630365
982 123536700544,18/07/2023,Brahman X,Drench,Front,Steer,,,,445.4847167,2.803793967,0.413306941,12.77854063,2.868457694,264.5157911,1871,11.78,1138.724323,301.0323864,,,,249.4278047,234.9040911
982 123536700544,19/07/2023,Brahman X,Drench,Front,Steer,,,,447.0797379,2.789579493,0.39906942,12.77183767,2.856724782,264.3770397,1878,11.72,1151.496161,303.8219659,,,,250.1082886,235.7451458
982 123536700544,20/07/2023,Brahman X,Drench,Front,Steer,,,,448.674759,2.775365019,0.384831899,12.76504193,2.845054613,264.2363679,1884,11.66,1164.261203,306.5973309,,,,250.7887724,236.5862004
982 123536700544,21/07/2023,Brahman X,Drench,Front,Steer,,,,450.2697802,2.761150545,0.370594379,12.75815349,2.833446536,264.0937773,1891,11.6,1177.019356,309.3584814,,,,251.4692563,237.4272551
982 123536700544,22/07/2023,Brahman X,Drench,Front,Steer,,,,451.8648014,2.746936071,0.356356858,12.75117243,2.821899912,263.9492694,1898,11.54,1189.770529,312.1054175,,,,252.1497402,238.2683098
982 123536700544,23/07/2023,Brahman X,Drench,Front,Steer,,,,453.4598225,2.732721598,0.342119337,12.74409883,2.810414109,263.8028458,1905,11.48,1202.514628,314.8381391,,,,252.8302241,239.1093644
982 123536700544,24/07/2023,Brahman X,Drench,Front,Steer,,,,455.0548437,2.718507124,0.327881816,12.73693277,2.798988505,263.6545082,1911,11.42,1215.25156,317.5566462,,,,253.510708,239.9504191
982 123536700544,25/07/2023,Brahman X,Drench,Front,Steer,,,,456.6498648,2.70429265,0.313644296,12.72967431,2.787622486,263.5042583,1918,11.36,1227.981235,320.2609389,,,,254.1911918,240.7914737
982 123536700544,26/07/2023,Brahman X,Drench,Front,Steer,,,,458.244886,2.690078176,0.299406775,12.72232356,2.776315447,263.3520976,1925,11.3,1240.703558,322.9510171,,,,254.8716757,241.6325284
982 123536700544,27/07/2023,Brahman X,Drench,Front,Steer,,,,459.8399072,2.675863702,0.285169254,12.71488058,2.765066793,263.1980279,1931,11.24,1253.418439,325.6268808,,,,255.5521596,242.473583
982 123536700544,28/07/2023,Brahman X,Drench,Front,Steer,,,,461.4349283,2.661649228,0.270931733,12.70734546,2.753875937,263.0420509,1938,11.18,1266.125784,328.28853,,,,256.2326435,243.3146377
982 123536700544,29/07/2023,Brahman X,Drench,Front,Steer,,,,463.0299495,2.647434755,0.256694213,12.69971828,2.742742299,262.8841684,1945,11.12,1278.825503,330.9359647,,,,256.9131273,244.1556924
982 123536700544,30/07/2023,Brahman X,Drench,Front,Steer,,,,464.6249706,2.633220281,0.242456692,12.69199913,2.731665307,262.724382,1951,11.06,1291.517502,333.569185,,,,257.5936112,244.996747
982 123536700544,31/07/2023,Brahman X,Drench,Front,Steer,,,,466.2199918,2.619005807,0.228219171,12.6841881,2.7206444,262.5626936,1958,11,1304.20169,336.1881908,,,,258.2740951,245.8378017
982 123536700544,01/08/2023,Brahman X,Drench,Front,Steer,,,,467.815013,2.604791333,0.21398165,12.67628527,2.709679022,262.399105,1965,10.94,1316.877975,338.7929822,,,,258.954579,246.6788563
982 123536700544,02/08/2023,Brahman X,Drench,Front,Steer,,,,469.4100341,2.590576859,0.19974413,12.66829073,2.698768625,262.233618,1972,10.88,1329.546266,341.383559,,,,259.6350629,247.519911
982 123536700544,03/08/2023,Brahman X,Drench,Front,Steer,,,,471.0050553,2.576362386,0.185506609,12.66020456,2.687912671,262.0662345,1978,10.82,1342.20647,343.9599214,,,,260.3155467,248.3609657
982 123536700544,04/08/2023,Brahman X,Drench,Front,Steer,,,,472.6000765,2.562147912,0.171269088,12.65202687,2.677110627,261.8969562,1985,10.76,1354.858497,346.5220693,,,,260.9960306,249.2020203
982 123536700544,05/08/2023,Brahman X,Drench,Front,Steer,,,,474.1950976,2.547933438,0.157031567,12.64375774,2.666361968,261.7257851,1992,10.7,1367.502255,349.0700028,,,,261.6765145,250.043075
982 123536700544,06/08/2023,Brahman X,Drench,Front,Steer,,,,475.7901188,2.533718964,0.142794047,12.63539726,2.655666176,261.5527232,1998,10.64,1380.137652,351.6037217,,,,262.3569984,250.8841296
982 123536700544,07/08/2023,Brahman X,Drench,Front,Steer,,,,477.3851399,2.51950449,0.128556526,12.62694552,2.645022742,261.3777723,2005,10.58,1392.764598,354.1232262,,,,263.0374823,251.7251843
